"module name","license","repository"
"agent-base@2.1.1","MIT","https://github.com/TooTallNate/node-agent-base"
"ajv-errors@1.0.1","MIT","https://github.com/epoberezkin/ajv-errors"
"ajv-keywords@3.4.0","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.10.0","MIT","https://github.com/epoberezkin/ajv"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"anymatch@2.0.0","ISC","https://github.com/micromatch/anymatch"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"are-we-there-yet@1.1.5","ISC","https://github.com/iarna/are-we-there-yet"
"arr-diff@4.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-unique@0.3.2","MIT","https://github.com/jonschlinkert/array-unique"
"asn1.js@4.10.1","MIT","https://github.com/indutny/asn1.js"
"asn1@0.2.4","MIT","https://github.com/joyent/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert@1.5.0","MIT","https://github.com/browserify/commonjs-assert"
"assertion-error@1.1.0","MIT","https://github.com/chaijs/assertion-error"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"async-each@1.0.3","MIT","https://github.com/paulmillr/async-each"
"async@2.6.2","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"atob@2.1.2","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.8.0","MIT","https://github.com/mhart/aws4"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.3.0","MIT","https://github.com/beatgammit/base64-js"
"base@0.11.2","MIT","https://github.com/node-base/base"
"basic-auth@1.0.0","MIT","https://github.com/visionmedia/node-basic-auth"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf"
"big.js@5.2.2","MIT","https://github.com/MikeMcl/big.js"
"billboard.js@1.8.1","MIT","https://github.com/naver/billboard.js"
"binary-extensions@1.13.1","MIT","https://github.com/sindresorhus/binary-extensions"
"biqapp@0.0.0","UNLICENSED",""
"bluebird@3.5.5","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.11.8","MIT","https://github.com/indutny/bn.js"
"body-parser@1.19.0","MIT","https://github.com/expressjs/body-parser"
"body-parser@1.8.4","MIT","https://github.com/expressjs/body-parser"
"bootstrap@4.3.1","MIT","https://github.com/twbs/bootstrap"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.2","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.0.1","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.0.4","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.1","MIT","https://github.com/feross/buffer"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"bytes@1.0.0","MIT*","https://github.com/visionmedia/bytes.js"
"bytes@3.1.0","MIT","https://github.com/visionmedia/bytes.js"
"c3@0.7.1","MIT","https://github.com/c3js/c3"
"cacache@11.3.2","ISC","https://github.com/zkat/cacache"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"chai@3.5.0","MIT","https://github.com/chaijs/chai"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chokidar@2.1.6","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.1.1","ISC","https://github.com/isaacs/chownr"
"chrome-trace-event@1.0.2","MIT","github.com:samccone/chrome-trace-event"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"cliui@4.1.0","ISC","https://github.com/yargs/cliui"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@0.6.1","MIT*","https://github.com/visionmedia/commander.js"
"commander@2.20.0","MIT","https://github.com/tj/commander.js"
"commander@2.3.0","MIT*","https://github.com/visionmedia/commander.js"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"component-emitter@1.3.0","MIT","https://github.com/component/emitter"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"console-browserify@1.1.0","MIT","https://github.com/Raynos/console-browserify"
"console-control-strings@1.1.0","ISC","https://github.com/iarna/console-control-strings"
"constants-browserify@1.0.0","MIT","https://github.com/juliangruber/constants-browserify"
"content-disposition@0.5.3","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type"
"cookie-parser@1.4.4","MIT","https://github.com/expressjs/cookie-parser"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.3.1","MIT","https://github.com/jshttp/cookie"
"cookie@0.4.0","MIT","https://github.com/jshttp/cookie"
"copy-concurrently@1.0.5","ISC","https://github.com/npm/copy-concurrently"
"copy-descriptor@0.1.1","MIT","https://github.com/jonschlinkert/copy-descriptor"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"create-ecdh@4.0.3","MIT","https://github.com/crypto-browserify/createECDH"
"create-hash@1.2.0","MIT","https://github.com/crypto-browserify/createHash"
"create-hmac@1.1.7","MIT","https://github.com/crypto-browserify/createHmac"
"cross-spawn@6.0.5","MIT","https://github.com/moxystudio/node-cross-spawn"
"crypto-browserify@3.12.0","MIT","https://github.com/crypto-browserify/crypto-browserify"
"css-loader@3.0.0","MIT","https://github.com/webpack-contrib/css-loader"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cyclist@0.2.2","MIT*","https://github.com/mafintosh/cyclist"
"d3-array@1.2.4","BSD-3-Clause","https://github.com/d3/d3-array"
"d3-axis@1.0.12","BSD-3-Clause","https://github.com/d3/d3-axis"
"d3-brush@1.0.6","BSD-3-Clause","https://github.com/d3/d3-brush"
"d3-chord@1.0.6","BSD-3-Clause","https://github.com/d3/d3-chord"
"d3-collection@1.0.7","BSD-3-Clause","https://github.com/d3/d3-collection"
"d3-color@1.2.3","BSD-3-Clause","https://github.com/d3/d3-color"
"d3-contour@1.3.2","BSD-3-Clause","https://github.com/d3/d3-contour"
"d3-dispatch@1.0.5","BSD-3-Clause","https://github.com/d3/d3-dispatch"
"d3-drag@1.2.3","BSD-3-Clause","https://github.com/d3/d3-drag"
"d3-dsv@1.1.1","BSD-3-Clause","https://github.com/d3/d3-dsv"
"d3-ease@1.0.5","BSD-3-Clause","https://github.com/d3/d3-ease"
"d3-fetch@1.1.2","BSD-3-Clause","https://github.com/d3/d3-fetch"
"d3-force@1.2.1","BSD-3-Clause","https://github.com/d3/d3-force"
"d3-format@1.3.2","BSD-3-Clause","https://github.com/d3/d3-format"
"d3-geo@1.11.3","BSD-3-Clause","https://github.com/d3/d3-geo"
"d3-hierarchy@1.1.8","BSD-3-Clause","https://github.com/d3/d3-hierarchy"
"d3-interpolate@1.3.2","BSD-3-Clause","https://github.com/d3/d3-interpolate"
"d3-path@1.0.7","BSD-3-Clause","https://github.com/d3/d3-path"
"d3-polygon@1.0.5","BSD-3-Clause","https://github.com/d3/d3-polygon"
"d3-quadtree@1.0.6","BSD-3-Clause","https://github.com/d3/d3-quadtree"
"d3-random@1.1.2","BSD-3-Clause","https://github.com/d3/d3-random"
"d3-scale-chromatic@1.3.3","BSD-3-Clause","https://github.com/d3/d3-scale-chromatic"
"d3-scale@2.2.2","BSD-3-Clause","https://github.com/d3/d3-scale"
"d3-selection@1.4.0","BSD-3-Clause","https://github.com/d3/d3-selection"
"d3-shape@1.3.5","BSD-3-Clause","https://github.com/d3/d3-shape"
"d3-time-format@2.1.3","BSD-3-Clause","https://github.com/d3/d3-time-format"
"d3-time@1.0.11","BSD-3-Clause","https://github.com/d3/d3-time"
"d3-timer@1.0.9","BSD-3-Clause","https://github.com/d3/d3-timer"
"d3-transition@1.2.0","BSD-3-Clause","https://github.com/d3/d3-transition"
"d3-voronoi@1.1.4","BSD-3-Clause","https://github.com/d3/d3-voronoi"
"d3-zoom@1.7.3","BSD-3-Clause","https://github.com/d3/d3-zoom"
"d3@5.9.2","BSD-3-Clause","https://github.com/d3/d3"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"datatables@1.10.18","MIT","https://github.com/DataTables/DataTables"
"date-now@0.1.4","MIT","https://github.com/Colingo/date-now"
"debug@2.2.0","MIT","https://github.com/visionmedia/debug"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@4.1.1","MIT","https://github.com/visionmedia/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"deep-eql@0.1.3","MIT","https://github.com/chaijs/deep-eql"
"deep-extend@0.6.0","MIT","https://github.com/unclechu/node-deep-extend"
"define-property@0.2.5","MIT","https://github.com/jonschlinkert/define-property"
"define-property@1.0.0","MIT","https://github.com/jonschlinkert/define-property"
"define-property@2.0.2","MIT","https://github.com/jonschlinkert/define-property"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delegates@1.0.0","MIT","https://github.com/visionmedia/node-delegates"
"depd@0.4.5","MIT","https://github.com/dougwilson/nodejs-depd"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"des.js@1.0.0","MIT","https://github.com/indutny/des.js"
"destroy@1.0.4","MIT","https://github.com/stream-utils/destroy"
"detect-file@1.0.0","MIT","https://github.com/doowb/detect-file"
"detect-libc@1.0.3","Apache-2.0","https://github.com/lovell/detect-libc"
"diff@1.4.0","BSD","https://github.com/kpdecker/jsdiff"
"diffie-hellman@5.0.3","MIT","https://github.com/crypto-browserify/diffie-hellman"
"domain-browser@1.2.0","MIT","https://github.com/bevry/domain-browser"
"duplexify@3.7.1","MIT","https://github.com/mafintosh/duplexify"
"ecc-jsbn@0.1.2","MIT","https://github.com/quartzjer/ecc-jsbn"
"ee-first@1.0.5","MIT","https://github.com/jonathanong/ee-first"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"ejs@2.6.1","Apache-2.0","https://github.com/mde/ejs"
"elliptic@6.4.1","MIT","https://github.com/indutny/elliptic"
"emojis-list@2.1.0","MIT","https://github.com/kikobeats/emojis-list"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"end-of-stream@1.4.1","MIT","https://github.com/mafintosh/end-of-stream"
"enhanced-resolve@4.1.0","MIT","https://github.com/webpack/enhanced-resolve"
"errno@0.1.7","MIT","https://github.com/rvagg/node-errno"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.2","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"eslint-scope@4.0.3","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"esrecurse@4.2.1","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@4.2.0","BSD-2-Clause","https://github.com/estools/estraverse"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"events@3.0.0","MIT","https://github.com/Gozala/events"
"evp_bytestokey@1.0.3","MIT","https://github.com/crypto-browserify/EVP_BytesToKey"
"execa@1.0.0","MIT","https://github.com/sindresorhus/execa"
"expand-brackets@2.1.4","MIT","https://github.com/jonschlinkert/expand-brackets"
"expand-tilde@2.0.2","MIT","https://github.com/jonschlinkert/expand-tilde"
"expose-loader@0.7.5","MIT","https://github.com/webpack-contrib/expose-loader"
"express@4.17.1","MIT","https://github.com/expressjs/express"
"extend-shallow@2.0.1","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend-shallow@3.0.2","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"extglob@2.0.4","MIT","https://github.com/micromatch/extglob"
"extsprintf@1.3.0","MIT","https://github.com/davepacheco/node-extsprintf"
"fast-deep-equal@2.0.1","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-json-stable-stringify@2.0.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"figgy-pudding@3.5.1","ISC","https://github.com/zkat/figgy-pudding"
"file-loader@4.0.0","MIT","https://github.com/webpack-contrib/file-loader"
"fill-range@4.0.0","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@1.1.2","MIT","https://github.com/pillarjs/finalhandler"
"find-cache-dir@2.1.0","MIT","https://github.com/avajs/find-cache-dir"
"find-up@3.0.0","MIT","https://github.com/sindresorhus/find-up"
"findup-sync@2.0.0","MIT","https://github.com/js-cli/node-findup-sync"
"flush-write-stream@1.1.1","MIT","https://github.com/mafintosh/flush-write-stream"
"for-in@1.0.2","MIT","https://github.com/jonschlinkert/for-in"
"forever-agent@0.6.1","Apache-2.0","https://github.com/mikeal/forever-agent"
"form-data@2.3.3","MIT","https://github.com/form-data/form-data"
"forwarded@0.1.2","MIT","https://github.com/jshttp/forwarded"
"fragment-cache@0.2.1","MIT","https://github.com/jonschlinkert/fragment-cache"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh"
"from2@2.3.0","MIT","https://github.com/hughsk/from2"
"fs-minipass@1.2.5","ISC","https://github.com/npm/fs-minipass"
"fs-write-stream-atomic@1.0.10","ISC","https://github.com/npm/fs-write-stream-atomic"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"fsevents@1.2.9","MIT","https://github.com/strongloop/fsevents"
"gauge@2.7.4","ISC","https://github.com/iarna/gauge"
"get-caller-file@1.0.3","ISC","https://github.com/stefanpenner/get-caller-file"
"get-stream@4.1.0","MIT","https://github.com/sindresorhus/get-stream"
"get-value@2.0.6","MIT","https://github.com/jonschlinkert/get-value"
"getpass@0.1.7","MIT","https://github.com/arekinath/node-getpass"
"glob-parent@3.1.0","ISC","https://github.com/es128/glob-parent"
"glob@3.2.11","BSD*","https://github.com/isaacs/node-glob"
"glob@7.1.3","ISC","https://github.com/isaacs/node-glob"
"glob@7.1.4","ISC","https://github.com/isaacs/node-glob"
"global-modules@1.0.0","MIT","https://github.com/jonschlinkert/global-modules"
"global-prefix@1.0.2","MIT","https://github.com/jonschlinkert/global-prefix"
"graceful-fs@4.1.15","ISC","https://github.com/isaacs/node-graceful-fs"
"growl@1.10.5","MIT","https://github.com/tj/node-growl"
"growl@1.9.2","MIT","https://github.com/tj/node-growl"
"har-schema@2.0.0","ISC","https://github.com/ahmadnassri/har-schema"
"har-validator@5.1.3","MIT","https://github.com/ahmadnassri/node-har-validator"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-unicode@2.0.1","ISC","https://github.com/iarna/has-unicode"
"has-value@0.3.1","MIT","https://github.com/jonschlinkert/has-value"
"has-value@1.0.0","MIT","https://github.com/jonschlinkert/has-value"
"has-values@0.1.4","MIT","https://github.com/jonschlinkert/has-values"
"has-values@1.0.0","MIT","https://github.com/jonschlinkert/has-values"
"hash-base@3.0.4","MIT","https://github.com/crypto-browserify/hash-base"
"hash.js@1.1.7","MIT","https://github.com/indutny/hash.js"
"hmac-drbg@1.0.1","MIT","https://github.com/indutny/hmac-drbg"
"hoek@4.2.1","BSD-3-Clause","https://github.com/hapijs/hoek"
"homedir-polyfill@1.0.3","MIT","https://github.com/doowb/homedir-polyfill"
"http-debug@0.1.2","MIT","https://github.com/jmervine/node-http-debug"
"http-errors@1.6.3","MIT","https://github.com/jshttp/http-errors"
"http-errors@1.7.2","MIT","https://github.com/jshttp/http-errors"
"http-proxy-agent@1.0.0","MIT","https://github.com/TooTallNate/node-http-proxy-agent"
"http-signature@1.2.0","MIT","https://github.com/joyent/node-http-signature"
"https-browserify@1.0.0","MIT","https://github.com/substack/https-browserify"
"https-proxy-agent@1.0.0","MIT","https://github.com/TooTallNate/node-https-proxy-agent"
"iconv-lite@0.4.24","MIT","https://github.com/ashtuchkin/iconv-lite"
"iconv-lite@0.4.4","MIT","https://github.com/ashtuchkin/iconv-lite"
"icss-utils@4.1.1","ISC","https://github.com/css-modules/icss-utils"
"ieee754@1.1.13","BSD-3-Clause","https://github.com/feross/ieee754"
"iferr@0.1.5","MIT","https://github.com/shesek/iferr"
"ignore-walk@3.0.1","ISC","https://github.com/isaacs/ignore-walk"
"import-local@2.0.0","MIT","https://github.com/sindresorhus/import-local"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"indexes-of@1.0.1","MIT","https://github.com/dominictarr/indexes-of"
"indexof@0.0.1","MIT*",""
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.1","ISC","https://github.com/isaacs/inherits"
"inherits@2.0.3","ISC","https://github.com/isaacs/inherits"
"ini@1.3.5","ISC","https://github.com/isaacs/ini"
"interpret@1.2.0","MIT","https://github.com/gulpjs/interpret"
"invert-kv@2.0.0","MIT","https://github.com/sindresorhus/invert-kv"
"ipaddr.js@1.9.0","MIT","https://github.com/whitequark/ipaddr.js"
"is-accessor-descriptor@0.1.6","MIT","https://github.com/jonschlinkert/is-accessor-descriptor"
"is-accessor-descriptor@1.0.0","MIT","https://github.com/jonschlinkert/is-accessor-descriptor"
"is-binary-path@1.0.1","MIT","https://github.com/sindresorhus/is-binary-path"
"is-buffer@1.1.6","MIT","https://github.com/feross/is-buffer"
"is-data-descriptor@0.1.4","MIT","https://github.com/jonschlinkert/is-data-descriptor"
"is-data-descriptor@1.0.0","MIT","https://github.com/jonschlinkert/is-data-descriptor"
"is-descriptor@0.1.6","MIT","https://github.com/jonschlinkert/is-descriptor"
"is-descriptor@1.0.2","MIT","https://github.com/jonschlinkert/is-descriptor"
"is-extendable@0.1.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extendable@1.0.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-fullwidth-code-point@1.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-fullwidth-code-point@2.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-glob@3.1.0","MIT","https://github.com/jonschlinkert/is-glob"
"is-glob@4.0.1","MIT","https://github.com/micromatch/is-glob"
"is-number@3.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-plain-object@2.0.4","MIT","https://github.com/jonschlinkert/is-plain-object"
"is-stream@1.1.0","MIT","https://github.com/sindresorhus/is-stream"
"is-typedarray@1.0.0","MIT","https://github.com/hughsk/is-typedarray"
"is-windows@1.0.2","MIT","https://github.com/jonschlinkert/is-windows"
"is-wsl@1.1.0","MIT","https://github.com/sindresorhus/is-wsl"
"isarray@0.0.1","MIT","https://github.com/juliangruber/isarray"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"isobject@2.1.0","MIT","https://github.com/jonschlinkert/isobject"
"isobject@3.0.1","MIT","https://github.com/jonschlinkert/isobject"
"isstream@0.1.2","MIT","https://github.com/rvagg/isstream"
"jade@0.26.3","MIT*","https://github.com/visionmedia/jade"
"jquery-ui@1.12.1","MIT","https://github.com/jquery/jquery-ui"
"jquery@3.4.1","MIT","https://github.com/jquery/jquery"
"jsbn@0.1.1","MIT","https://github.com/andyperlitch/jsbn"
"json-parse-better-errors@1.0.2","MIT","https://github.com/zkat/json-parse-better-errors"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-schema@0.2.3","AFLv2.1,BSD","https://github.com/kriszyp/json-schema"
"json-stringify-safe@5.0.1","ISC","https://github.com/isaacs/json-stringify-safe"
"json5@1.0.1","MIT","https://github.com/json5/json5"
"jsprim@1.4.1","MIT","https://github.com/joyent/node-jsprim"
"jsrender@1.0.3","MIT","https://github.com/borismoore/jsrender"
"kind-of@3.2.2","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of@4.0.0","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of@5.1.0","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of@6.0.2","MIT","https://github.com/jonschlinkert/kind-of"
"lcid@2.0.0","MIT","https://github.com/sindresorhus/lcid"
"loader-runner@2.4.0","MIT","https://github.com/webpack/loader-runner"
"loader-utils@1.2.3","MIT","https://github.com/webpack/loader-utils"
"locate-path@3.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash@4.17.11","MIT","https://github.com/lodash/lodash"
"log4js@0.6.38","Apache-2.0","https://github.com/nomiddlename/log4js-node"
"lru-cache@2.7.3","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"make-dir@2.1.0","MIT","https://github.com/sindresorhus/make-dir"
"mamacro@0.0.3","MIT",""
"map-age-cleaner@0.1.3","MIT","https://github.com/SamVerschueren/map-age-cleaner"
"map-cache@0.2.2","MIT","https://github.com/jonschlinkert/map-cache"
"map-visit@1.0.0","MIT","https://github.com/jonschlinkert/map-visit"
"md5.js@1.3.5","MIT","https://github.com/crypto-browserify/md5.js"
"media-typer@0.3.0","MIT","https://github.com/jshttp/media-typer"
"mem@4.3.0","MIT","https://github.com/sindresorhus/mem"
"memory-fs@0.4.1","MIT","https://github.com/webpack/memory-fs"
"merge-descriptors@1.0.1","MIT","https://github.com/component/merge-descriptors"
"methods@1.1.2","MIT","https://github.com/jshttp/methods"
"micromatch@3.1.10","MIT","https://github.com/micromatch/micromatch"
"miller-rabin@4.0.1","MIT","https://github.com/indutny/miller-rabin"
"mime-db@1.12.0","MIT","https://github.com/jshttp/mime-db"
"mime-db@1.40.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.0.14","MIT","https://github.com/jshttp/mime-types"
"mime-types@2.1.24","MIT","https://github.com/jshttp/mime-types"
"mime@1.4.1","MIT","https://github.com/broofa/node-mime"
"mime@1.6.0","MIT","https://github.com/broofa/node-mime"
"mimic-fn@2.1.0","MIT","https://github.com/sindresorhus/mimic-fn"
"minimalistic-assert@1.0.1","ISC","https://github.com/calvinmetcalf/minimalistic-assert"
"minimalistic-crypto-utils@1.0.1","MIT","https://github.com/indutny/minimalistic-crypto-utils"
"minimatch@0.3.0","MIT","https://github.com/isaacs/minimatch"
"minimatch@3.0.4","ISC","https://github.com/isaacs/minimatch"
"minimist@0.0.8","MIT","https://github.com/substack/minimist"
"minimist@1.2.0","MIT","https://github.com/substack/minimist"
"minipass@2.3.5","ISC","https://github.com/isaacs/minipass"
"minizlib@1.2.1","MIT","https://github.com/isaacs/minizlib"
"mississippi@3.0.0","BSD-2-Clause","https://github.com/maxogden/mississippi"
"mixin-deep@1.3.1","MIT","https://github.com/jonschlinkert/mixin-deep"
"mkdirp@0.3.0","MIT*","https://github.com/substack/node-mkdirp"
"mkdirp@0.5.1","MIT","https://github.com/substack/node-mkdirp"
"mocha@2.5.3","MIT","https://github.com/mochajs/mocha"
"moment@2.19.4","MIT","https://github.com/moment/moment"
"morgan@1.3.2","MIT","https://github.com/expressjs/morgan"
"move-concurrently@1.0.1","ISC","https://github.com/npm/move-concurrently"
"ms@0.7.1","MIT*","https://github.com/guille/ms.js"
"ms@0.7.3","MIT","https://github.com/zeit/ms"
"ms@2.0.0","MIT","https://github.com/zeit/ms"
"ms@2.1.1","MIT","https://github.com/zeit/ms"
"nan@2.14.0","MIT","https://github.com/nodejs/nan"
"nanomatch@1.2.13","MIT","https://github.com/micromatch/nanomatch"
"needle@2.2.1","MIT","https://github.com/tomas/needle"
"needle@2.3.0","MIT","https://github.com/tomas/needle"
"negotiator@0.6.2","MIT","https://github.com/jshttp/negotiator"
"neo-async@2.6.1","MIT","https://github.com/suguru03/neo-async"
"nice-try@1.0.5","MIT","https://github.com/electerious/nice-try"
"node-libs-browser@2.2.0","MIT","https://github.com/webpack/node-libs-browser"
"node-pre-gyp@0.12.0","BSD-3-Clause","https://github.com/mapbox/node-pre-gyp"
"nopt@4.0.1","ISC","https://github.com/npm/nopt"
"normalize-path@2.1.1","MIT","https://github.com/jonschlinkert/normalize-path"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"npm-bundled@1.0.6","ISC","https://github.com/npm/npm-bundled"
"npm-packlist@1.4.1","ISC","https://github.com/npm/npm-packlist"
"npm-run-path@2.0.2","MIT","https://github.com/sindresorhus/npm-run-path"
